1, 1, 2, 0.076025
1, 2, 3, 9e-05
1, 3, 4, 4.7e-05
1, 4, 5, 7.5e-05
1, 5, 6, 7.9e-05
1, 6, 7, 6.8e-05
1, 7, 8, 9e-05
1, 8, 9, 9.3e-05
1, 9, 10, 0.0001
1, 10, 11, 0.0001
1, 11, 12, 7.7e-05
1, 12, 13, 0.000109
2, 1, 3, 5e-06
2, 2, 4, 0.000224
2, 3, 5, 2.9e-05
2, 4, 6, 2.6e-05
2, 5, 7, 2.7e-05
2, 6, 8, 8.2e-05
2, 7, 9, 6.6e-05
2, 8, 10, 4.8e-05
2, 9, 11, 7.1e-05
2, 10, 12, 8.2e-05
2, 11, 13, 9.1e-05
2, 12, 14, 9.1e-05
3, 1, 4, 4e-06
3, 2, 5, 0.000137
3, 3, 6, 2.6e-05
3, 4, 7, 2.5e-05
3, 5, 8, 2.5e-05
3, 6, 9, 4.4e-05
3, 7, 10, 4.8e-05
3, 8, 11, 4.5e-05
3, 9, 12, 9e-05
3, 10, 13, 8e-05
3, 11, 14, 8.6e-05
3, 12, 15, 8.5e-05
4, 1, 5, 5e-06
4, 2, 6, 0.000123
4, 3, 7, 2.8e-05
4, 4, 8, 2.8e-05
4, 5, 9, 2.5e-05
4, 6, 10, 4.3e-05
4, 7, 11, 4.5e-05
4, 8, 12, 4e-05
4, 9, 13, 4.8e-05
4, 10, 14, 4.4e-05
4, 11, 15, 5.5e-05
4, 12, 16, 5.3e-05
5, 1, 6, 6e-06
5, 2, 7, 0.00011
5, 3, 8, 2.8e-05
5, 4, 9, 3.9e-05
5, 5, 10, 3.9e-05
5, 6, 11, 4e-05
5, 7, 12, 4.5e-05
5, 8, 13, 3.7e-05
5, 9, 14, 6.1e-05
5, 10, 15, 6.1e-05
5, 11, 16, 8.1e-05
5, 12, 17, 7.9e-05
6, 1, 7, 1.6e-05
6, 2, 8, 0.000135
6, 3, 9, 2.7e-05
6, 4, 10, 3.7e-05
6, 5, 11, 3.9e-05
6, 6, 12, 4.2e-05
6, 7, 13, 4e-05
6, 8, 14, 5.1e-05
6, 9, 15, 5.8e-05
6, 10, 16, 8e-05
6, 11, 17, 7.1e-05
6, 12, 18, 9.9e-05
7, 1, 8, 8e-06
7, 2, 9, 0.000107
7, 3, 10, 2.8e-05
7, 4, 11, 3.7e-05
7, 5, 12, 3e-05
7, 6, 13, 3.8e-05
7, 7, 14, 4.1e-05
7, 8, 15, 4.3e-05
7, 9, 16, 4.5e-05
7, 10, 17, 4.6e-05
7, 11, 18, 5.2e-05
7, 12, 19, 9.7e-05
8, 1, 9, 2.1e-05
8, 2, 10, 0.000116
8, 3, 11, 2.9e-05
8, 4, 12, 2.8e-05
8, 5, 13, 4e-05
8, 6, 14, 4.9e-05
8, 7, 15, 3.9e-05
8, 8, 16, 4.9e-05
8, 9, 17, 5.9e-05
8, 10, 18, 6.1e-05
8, 11, 19, 0.000122
8, 12, 20, 5e-05
9, 1, 10, 1.8e-05
9, 2, 11, 0.000115
9, 3, 12, 3.1e-05
9, 4, 13, 3.8e-05
9, 5, 14, 4.1e-05
9, 6, 15, 3.9e-05
9, 7, 16, 3.8e-05
9, 8, 17, 5.9e-05
9, 9, 18, 7.9e-05
9, 10, 19, 7.4e-05
9, 11, 20, 9.3e-05
9, 12, 21, 8e-05
10, 1, 11, 3.3e-05
10, 2, 12, 0.000101
10, 3, 13, 3.8e-05
10, 4, 14, 2.9e-05
10, 5, 15, 3.9e-05
10, 6, 16, 4.4e-05
10, 7, 17, 4.4e-05
10, 8, 18, 4.6e-05
10, 9, 19, 7.7e-05
10, 10, 20, 6.1e-05
10, 11, 21, 9.5e-05
10, 12, 22, 8.8e-05
11, 1, 12, 3.1e-05
11, 2, 13, 9.4e-05
11, 3, 14, 3.4e-05
11, 4, 15, 4.2e-05
11, 5, 16, 4e-05
11, 6, 17, 3.7e-05
11, 7, 18, 6e-05
11, 8, 19, 4.5e-05
11, 9, 20, 4.4e-05
11, 10, 21, 5.1e-05
11, 11, 22, 5.2e-05
11, 12, 23, 8.8e-05
12, 1, 13, 3e-05
12, 2, 14, 0.000109
12, 3, 15, 4.3e-05
12, 4, 16, 3.5e-05
12, 5, 17, 4.2e-05
12, 6, 18, 4.4e-05
12, 7, 19, 4.4e-05
12, 8, 20, 6.1e-05
12, 9, 21, 5.2e-05
12, 10, 22, 6.2e-05
12, 11, 23, 6.8e-05
12, 12, 24, 0.004116
